"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"5/20/2024","5/20/2024","5/21/2024","AMD","AMD 5/24/2024 Call $180.00","STC","1","$0.75","$74.95"
"5/20/2024","5/20/2024","5/21/2024","SPY","SPY 5/20/2024 Call $531.00","STC","1","$0.47","$46.95"
"5/20/2024","5/20/2024","5/21/2024","SPY","SPY 5/20/2024 Call $531.00","BTO","1","$0.60","($60.03)"
"5/20/2024","5/20/2024","5/21/2024","GOOG","GOOG 5/24/2024 Call $180.00","STC","1","$1.09","$108.95"
"5/20/2024","5/20/2024","5/20/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"5/20/2024","5/20/2024","5/21/2024","GOOG","GOOG 5/24/2024 Call $180.00","BTO","1","$1.23","($123.03)"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Put $454.00","STC","2","$0.47","$93.92"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Put $454.00","BTO","1","$0.66","($66.03)"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Put $454.00","BTO","1","$0.58","($58.03)"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Call $455.00","STC","2","$0.55","$109.92"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Call $455.00","BTO","1","$0.71","($71.03)"
"5/20/2024","5/20/2024","5/21/2024","AMD","AMD 5/24/2024 Call $180.00","BTO","1","$0.80","($80.03)"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Call $455.00","BTO","1","$0.63","($63.03)"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Put $454.00","STC","1","$0.59","$58.95"
"5/20/2024","5/20/2024","5/21/2024","QQQ","QQQ 5/20/2024 Put $454.00","BTO","1","$0.77","($77.03)"
"5/17/2024","5/17/2024","5/20/2024","AMD","AMD 5/17/2024 Call $165.00","STC","1","$0.02","$1.95"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $530.00","STC","1","$0.03","$2.95"
"5/17/2024","5/17/2024","5/20/2024","AMD","AMD 5/17/2024 Call $165.00","BTO","1","$0.03","($3.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $530.00","BTO","1","$0.04","($4.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $529.00","STC","1","$0.44","$43.95"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $529.00","STC","3","$0.44","$131.89"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $529.00","BTO","2","$0.54","($108.06)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $529.00","BTO","1","$0.49","($49.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Put $528.00","STC","3","$0.32","$95.89"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $529.00","BTO","1","$0.46","($46.03)"
"5/17/2024","5/17/2024","5/20/2024","COIN","COIN 5/17/2024 Call $210.00","STC","1","$1.34","$133.95"
"5/17/2024","5/17/2024","5/20/2024","COIN","COIN 5/17/2024 Call $210.00","BTO","1","$1.15","($115.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Put $528.00","BTO","1","$0.34","($34.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Put $528.00","BTO","1","$0.34","($34.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $530.00","STC","2","$0.31","$61.92"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Put $528.00","BTO","1","$0.33","($33.03)"
"5/17/2024","5/17/2024","5/20/2024","TSLA","TSLA 5/17/2024 Call $180.00","STC","2","$0.38","$75.92"
"5/17/2024","5/17/2024","5/20/2024","TSLA","TSLA 5/17/2024 Call $180.00","BTO","1","$0.61","($61.03)"
"5/17/2024","5/17/2024","5/20/2024","TSLA","TSLA 5/17/2024 Call $180.00","BTO","1","$0.44","($44.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $530.00","BTO","1","$0.37","($37.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Call $530.00","BTO","1","$0.34","($34.03)"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Put $528.00","STC","1","$0.44","$43.95"
"5/17/2024","5/17/2024","5/20/2024","SPY","SPY 5/17/2024 Put $528.00","BTO","1","$0.64","($64.03)"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $530.00","STC","2","$0.40","$79.92"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $530.00","BTO","2","$0.30","($60.06)"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $530.00","STC","1","$0.40","$39.95"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $530.00","BTO","1","$0.59","($59.03)"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $531.00","STC","2","$0.25","$49.92"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $531.00","BTO","1","$0.42","($42.03)"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Call $531.00","BTO","1","$0.41","($41.03)"
"5/16/2024","5/16/2024","5/17/2024","AMD","AMD 5/17/2024 Call $170.00","STC","1","$0.85","$84.95"
"5/16/2024","5/16/2024","5/17/2024","AMD","AMD 5/17/2024 Call $170.00","BTO","1","$0.92","($92.03)"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Put $530.00","STC","1","$0.39","$38.95"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Put $530.00","BTO","1","$0.45","($45.03)"
"5/16/2024","5/16/2024","5/17/2024","AMD","AMD 5/17/2024 Call $170.00","STC","2","$0.97","$193.92"
"5/16/2024","5/16/2024","5/17/2024","AMD","AMD 5/17/2024 Call $170.00","BTO","1","$0.88","($88.03)"
"5/16/2024","5/16/2024","5/17/2024","AMD","AMD 5/17/2024 Call $170.00","BTO","1","$0.58","($58.03)"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Put $530.00","STC","1","$0.48","$47.95"
"5/16/2024","5/16/2024","5/17/2024","SPY","SPY 5/16/2024 Put $530.00","BTO","1","$0.70","($70.03)"
"5/16/2024","5/16/2024","5/17/2024","V","V 5/17/2024 Call $282.50","STC","1","$0.63","$62.95"
"5/16/2024","5/16/2024","5/17/2024","V","V 5/17/2024 Call $282.50","BTO","1","$0.92","($92.03)"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Put $528.00","STC","2","$0.15","$29.92"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Put $528.00","BTO","2","$0.20","($40.06)"
"5/15/2024","5/15/2024","5/15/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"5/15/2024","5/15/2024","5/16/2024","QQQ","QQQ 5/15/2024 Call $454.00","STC","1","$0.14","$13.95"
"5/15/2024","5/15/2024","5/16/2024","QQQ","QQQ 5/15/2024 Call $454.00","BTO","1","$0.12","($12.03)"
"5/15/2024","5/15/2024","5/16/2024","META","META 5/17/2024 Call $480.00","STC","1","$1.86","$185.95"
"5/15/2024","5/15/2024","5/16/2024","META","META 5/17/2024 Call $480.00","BTO","1","$2.34","($234.03)"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Call $526.00","STC","2","$1.00","$199.92"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Call $526.00","BTO","1","$1.08","($108.03)"
"5/15/2024","5/15/2024","5/16/2024","TSLA","TSLA 5/17/2024 Call $180.00","STC","1","$1.00","$99.95"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Call $526.00","BTO","1","$0.90","($90.03)"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Put $526.00","STC","1","$1.03","$102.95"
"5/15/2024","5/15/2024","5/16/2024","TSLA","TSLA 5/17/2024 Call $180.00","BTO","1","$1.07","($107.03)"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Put $526.00","BTO","1","$1.02","($102.03)"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Call $527.00","STC","1","$0.74","$73.95"
"5/15/2024","5/15/2024","5/16/2024","SPY","SPY 5/15/2024 Call $527.00","BTO","1","$0.94","($94.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/15/2024 Put $516.00","STC","1","$0.21","$20.95"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/15/2024 Put $516.00","BTO","1","$0.29","($29.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $521.00","STC","1","$1.41","$140.95"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","STC","1","$0.16","$15.95"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $521.00","BTO","1","$0.56","($56.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Put $520.00","STC","1","$0.23","$22.95"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","BTO","1","$0.14","($14.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Put $520.00","BTO","1","$0.31","($31.03)"
"5/14/2024","5/14/2024","5/14/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","STC","1","$0.53","$52.95"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","BTO","1","$0.67","($67.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","STC","3","$0.56","$167.89"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","BTO","1","$0.64","($64.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","BTO","1","$0.73","($73.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","BTO","1","$0.67","($67.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Put $520.00","STC","2","$0.40","$79.92"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Put $520.00","BTO","1","$0.55","($55.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Put $520.00","BTO","1","$0.52","($52.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $523.00","STC","2","$0.45","$89.92"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $523.00","BTO","2","$0.59","($118.06)"
"5/14/2024","5/14/2024","5/15/2024","AAPL","AAPL 5/17/2024 Put $185.00","STC","1","$0.65","$64.95"
"5/14/2024","5/14/2024","5/15/2024","AAPL","AAPL 5/17/2024 Put $185.00","BTO","1","$0.78","($78.03)"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","STC","1","$0.80","$79.95"
"5/14/2024","5/14/2024","5/15/2024","SPY","SPY 5/14/2024 Call $522.00","BTO","1","$0.86","($86.03)"
"5/13/2024","5/13/2024","5/14/2024","AAPL","AAPL 5/17/2024 Call $187.50","STC","1","$1.36","$135.95"
"5/13/2024","5/13/2024","5/14/2024","AAPL","AAPL 5/17/2024 Call $187.50","BTO","1","$1.26","($126.03)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","STC","2","$0.95","$189.92"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","BTO","1","$0.86","($86.03)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","BTO","1","$0.90","($90.03)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","STC","2","$0.75","$149.92"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","BTO","2","$0.86","($172.06)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","STC","2","$0.83","$165.92"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","BTO","1","$0.84","($84.03)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $520.00","BTO","1","$0.79","($79.03)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $522.00","STC","1","$0.28","$27.95"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Call $522.00","BTO","1","$0.32","($32.03)"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Put $521.00","STC","1","$0.54","$53.95"
"5/13/2024","5/13/2024","5/14/2024","SPY","SPY 5/13/2024 Put $521.00","BTO","1","$0.74","($74.03)"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $520.00","STC","1","$0.88","$87.95"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $520.00","BTO","1","$0.90","($90.03)"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Put $518.00","STC","4","$0.17","$67.86"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Put $518.00","BTO","4","$0.16","($64.12)"
"5/10/2024","5/10/2024","5/13/2024","AAPL","AAPL 5/10/2024 Put $182.50","STC","1","$0.38","$37.95"
"5/10/2024","5/10/2024","5/13/2024","AAPL","AAPL 5/10/2024 Put $182.50","STC","1","$0.38","$37.95"
"5/10/2024","5/10/2024","5/13/2024","AAPL","AAPL 5/10/2024 Put $182.50","BTO","1","$0.58","($58.03)"
"5/10/2024","5/10/2024","5/13/2024","AAPL","AAPL 5/10/2024 Call $185.00","STC","2","$0.07","$13.92"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $522.00","STC","2","$0.35","$69.92"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $522.00","BTO","1","$0.45","($45.03)"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $522.00","BTO","1","$0.46","($46.03)"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Put $521.00","STC","1","$0.87","$86.95"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Put $521.00","BTO","1","$0.72","($72.03)"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $523.00","STC","1","$0.58","$57.95"
"5/10/2024","5/10/2024","5/13/2024","SPY","SPY 5/10/2024 Call $523.00","BTO","1","$0.67","($67.03)"
"5/10/2024","5/10/2024","5/13/2024","AAPL","AAPL 5/10/2024 Call $185.00","BTO","1","$0.42","($42.03)"
"5/9/2024","5/9/2024","5/10/2024","HOOD","HOOD 5/10/2024 Call $17.50","STC","1","$0.40","$39.95"
"5/9/2024","5/9/2024","5/10/2024","HOOD","HOOD 5/10/2024 Call $17.50","BTO","1","$0.28","($28.03)"
"5/9/2024","5/9/2024","5/10/2024","AAPL","AAPL 5/10/2024 Put $182.50","BTO","1","$0.22","($22.03)"
"5/9/2024","5/9/2024","5/10/2024","AAPL","AAPL 5/10/2024 Call $185.00","BTO","1","$0.39","($39.03)"
"5/9/2024","5/9/2024","5/10/2024","AAPL","AAPL 5/10/2024 Call $185.00","STC","2","$0.40","$79.92"
"5/9/2024","5/9/2024","5/10/2024","AAPL","AAPL 5/10/2024 Call $185.00","BTO","2","$0.51","($102.06)"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $519.00","STC","1","$0.61","$60.95"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $519.00","BTO","1","$0.60","($60.03)"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $519.00","STC","2","$0.45","$89.92"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $519.00","BTO","2","$0.54","($108.06)"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Put $519.00","STC","2","$0.75","$149.92"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Put $519.00","BTO","1","$0.93","($93.03)"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Put $519.00","BTO","1","$0.84","($84.03)"
"5/9/2024","5/9/2024","5/10/2024","V","V 5/10/2024 Call $280.00","STC","1","$0.40","$39.95"
"5/9/2024","5/9/2024","5/10/2024","V","V 5/10/2024 Call $280.00","STC","1","$0.40","$39.95"
"5/9/2024","5/9/2024","5/10/2024","V","V 5/10/2024 Call $280.00","STC","1","$0.40","$39.95"
"5/9/2024","5/9/2024","5/10/2024","V","V 5/10/2024 Call $280.00","BTO","1","$0.52","($52.03)"
"5/9/2024","5/9/2024","5/10/2024","V","V 5/10/2024 Call $280.00","BTO","1","$0.47","($47.03)"
"5/9/2024","5/9/2024","5/10/2024","V","V 5/10/2024 Call $280.00","BTO","1","$0.47","($47.03)"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $518.00","STC","2","$0.63","$125.92"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $518.00","BTO","1","$0.83","($83.03)"
"5/9/2024","5/9/2024","5/10/2024","SPY","SPY 5/9/2024 Call $518.00","BTO","1","$0.78","($78.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","STC","1","$0.50","$49.95"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","BTO","1","$0.61","($61.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","STC","2","$0.40","$79.92"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","BTO","1","$0.46","($46.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","BTO","1","$0.52","($52.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","STC","2","$0.42","$83.92"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","BTO","2","$0.51","($102.06)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","STC","2","$0.43","$85.92"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $516.00","BTO","2","$0.43","($86.06)"
"5/8/2024","5/8/2024","5/9/2024","AAPL","AAPL 5/10/2024 Put $180.00","STC","1","$0.38","$37.95"
"5/8/2024","5/8/2024","5/9/2024","AAPL","AAPL 5/10/2024 Put $180.00","STC","1","$0.38","$37.95"
"5/8/2024","5/8/2024","5/9/2024","AAPL","AAPL 5/10/2024 Put $180.00","BTO","2","$0.48","($96.06)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","STC","2","$0.78","$155.92"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","BTO","1","$0.83","($83.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $517.00","STC","1","$0.70","$69.95"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $517.00","STC","1","$0.70","$69.95"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","BTO","1","$0.79","($79.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $517.00","BTO","1","$0.76","($76.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Put $517.00","BTO","1","$0.71","($71.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","STC","2","$0.81","$161.92"
"5/8/2024","5/8/2024","5/9/2024","LYFT","LYFT 5/10/2024 Put $17.50","STC","2","$0.30","$59.92"
"5/8/2024","5/8/2024","5/9/2024","LYFT","LYFT 5/10/2024 Put $17.50","BTO","2","$0.32","($64.06)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","BTO","1","$0.62","($62.03)"
"5/8/2024","5/8/2024","5/9/2024","SPY","SPY 5/8/2024 Call $517.00","BTO","1","$0.58","($58.03)"
"5/7/2024","5/7/2024","5/8/2024","MRVL","MRVL 5/10/2024 Call $70.00","STC","1","$0.78","$77.95"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $519.00","STC","1","$0.22","$21.95"
"5/7/2024","5/7/2024","5/8/2024","FL","FL 5/10/2024 Call $24.00","STC","2","$0.20","$39.92"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $519.00","BTO","1","$0.26","($26.03)"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Put $518.00","STC","1","$0.62","$61.95"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $519.00","STC","1","$0.26","$25.95"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Put $518.00","BTO","1","$0.80","($80.03)"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $519.00","BTO","1","$0.30","($30.03)"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $519.00","STC","2","$0.29","$57.92"
"5/7/2024","5/7/2024","5/7/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $519.00","BTO","2","$0.30","($60.06)"
"5/7/2024","5/7/2024","5/8/2024","SNAP","SNAP 5/10/2024 Call $17.50","STC","2","$0.21","$41.92"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $518.00","STC","2","$0.67","$133.92"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $518.00","BTO","1","$0.78","($78.03)"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $518.00","BTO","1","$0.65","($65.03)"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $518.00","STC","1","$0.50","$49.95"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $518.00","STC","1","$0.50","$49.95"
"5/7/2024","5/7/2024","5/8/2024","SNAP","SNAP 5/10/2024 Call $17.50","BTO","2","$0.21","($42.06)"
"5/7/2024","5/7/2024","5/8/2024","FL","FL 5/10/2024 Call $24.00","BTO","1","$0.30","($30.03)"
"5/7/2024","5/7/2024","5/8/2024","MRVL","MRVL 5/10/2024 Call $70.00","BTO","1","$0.94","($94.03)"
"5/7/2024","5/7/2024","5/8/2024","SPY","SPY 5/7/2024 Call $518.00","BTO","2","$0.58","($116.06)"
"5/7/2024","5/7/2024","5/8/2024","FL","FL 5/10/2024 Call $24.00","BTO","1","$0.35","($35.03)"
"5/7/2024","5/7/2024","5/8/2024","AMZN","AMZN 5/10/2024 Call $190.00","STC","1","$1.52","$151.95"
"5/7/2024","5/7/2024","5/8/2024","PLTR","PLTR 5/10/2024 Call $27.00","STC","1","$0.01","$0.95"
"5/6/2024","5/6/2024","5/7/2024","AMZN","AMZN 5/10/2024 Call $190.00","BTO","1","$1.01","($101.03)"
"5/6/2024","5/6/2024","5/7/2024","PLTR","PLTR 5/10/2024 Call $27.00","BTO","1","$1.15","($115.03)"
"5/6/2024","5/6/2024","5/7/2024","AMZN","AMZN 5/10/2024 Call $190.00","STC","1","$0.96","$95.95"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Call $515.00","STC","2","$0.70","$139.92"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Call $515.00","BTO","1","$0.84","($84.03)"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Call $515.00","BTO","1","$0.69","($69.03)"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Call $515.00","STC","1","$0.47","$46.95"
"5/6/2024","5/6/2024","5/7/2024","AAPL","AAPL 5/10/2024 Call $185.00","STC","2","$0.50","$99.92"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Call $515.00","BTO","1","$0.58","($58.03)"
"5/6/2024","5/6/2024","5/7/2024","AAPL","AAPL 5/10/2024 Call $185.00","BTO","2","$0.55","($110.06)"
"5/6/2024","5/6/2024","5/7/2024","AMZN","AMZN 5/10/2024 Call $190.00","BTO","1","$0.80","($80.03)"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Put $514.00","STC","1","$0.57","$56.95"
"5/6/2024","5/6/2024","5/7/2024","SPY","SPY 5/6/2024 Put $514.00","BTO","1","$0.77","($77.03)"
"5/6/2024","5/6/2024","5/7/2024","AAPL","AAPL 5/10/2024 Put $180.00","STC","1","$1.05","$104.95"
"5/6/2024","5/6/2024","5/7/2024","TSLA","TSLA 5/10/2024 Put $175.00","STC","1","$1.15","$114.95"
"5/6/2024","5/6/2024","5/7/2024","TSLA","TSLA 5/10/2024 Put $175.00","BTO","1","$1.33","($133.03)"
"5/6/2024","5/6/2024","5/7/2024","AAPL","AAPL 5/10/2024 Put $180.00","BTO","1","$1.05","($105.03)"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Put $511.00","STC","1","$0.25","$24.95"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Put $511.00","BTO","1","$0.31","($31.03)"
"5/3/2024","5/3/2024","5/3/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"5/3/2024","5/3/2024","5/6/2024","TSLA","TSLA 5/3/2024 Call $182.50","STC","5","$0.25","$124.83"
"5/3/2024","5/3/2024","5/6/2024","TSLA","TSLA 5/3/2024 Call $182.50","BTO","5","$0.29","($145.15)"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Call $511.00","STC","1","$0.66","$65.95"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Call $511.00","BTO","1","$0.87","($87.03)"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Put $510.00","STC","1","$0.50","$49.95"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Put $510.00","STC","1","$0.50","$49.95"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Put $510.00","BTO","1","$0.62","($62.03)"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Put $510.00","BTO","1","$0.60","($60.03)"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Call $511.00","STC","1","$0.83","$82.95"
"5/3/2024","5/3/2024","5/6/2024","SPY","SPY 5/3/2024 Call $511.00","BTO","1","$0.82","($82.03)"
"5/3/2024","5/3/2024","5/6/2024","VLO","VLO 5/3/2024 Call $157.50","STC","2","$0.17","$33.92"
"5/3/2024","5/3/2024","5/6/2024","VLO","VLO 5/3/2024 Call $157.50","BTO","1","$0.30","($30.03)"
